variant,model,train_total,train_positives,train_negatives,f1,precision,recall,tokens_used
faiss_large_plus_random,logreg,720,200,520,0.9124423963133641,0.9801980198019802,0.853448275862069,0
active_plus_random,rf,900,390,510,0.9783549783549784,0.9826086956521739,0.9741379310344828,0
active_plus_random,gb,900,390,510,0.9745762711864409,0.9583333333333334,0.9913793103448276,0
active_plus_random,xgb,900,390,510,0.9743589743589743,0.9661016949152542,0.9827586206896551,0
active_plus_random,logreg,900,390,510,0.9702127659574468,0.957983193277311,0.9827586206896551,0
active_plus_random,hist_gb,900,390,510,0.9456066945606694,0.9186991869918699,0.9741379310344828,0
provided_faiss_small,hist_gb,100,34,66,0.8390243902439025,0.9662921348314607,0.7413793103448276,0
provided_faiss_small,xgb,100,34,66,0.7733333333333334,0.7981651376146789,0.75,0
provided_faiss_small,logreg,100,34,66,0.7380073800738006,0.6451612903225806,0.8620689655172413,0
provided_faiss_small,rf,100,34,66,0.6453488372093024,0.4868421052631579,0.9568965517241379,0
provided_faiss_small,gb,100,34,66,0.5964912280701754,0.9272727272727272,0.4396551724137931,0
provided_faiss_large,rf,590,200,390,0.8217054263565892,0.7464788732394366,0.9137931034482759,0
provided_faiss_large,xgb,590,200,390,0.7459016393442625,0.7109375,0.7844827586206896,0
provided_faiss_large,logreg,590,200,390,0.6986899563318778,0.7079646017699115,0.6896551724137931,0
provided_faiss_large,hist_gb,590,200,390,0.6103286384976526,0.6701030927835051,0.5603448275862069,0
provided_faiss_large,gb,590,200,390,0.607843137254902,0.7045454545454546,0.5344827586206896,0
provided_active,rf,596,206,390,0.8217054263565892,0.7464788732394366,0.9137931034482759,0
provided_active,hist_gb,596,206,390,0.7662835249042146,0.6896551724137931,0.8620689655172413,0
provided_active,gb,596,206,390,0.7659574468085106,0.7563025210084033,0.7758620689655172,0
provided_active,xgb,596,206,390,0.7441860465116279,0.676056338028169,0.8275862068965517,0
provided_active,logreg,596,206,390,0.7017543859649122,0.7142857142857143,0.6896551724137931,0
provided_faiss_small_plus_random,hist_gb,120,34,86,0.7542372881355933,0.7416666666666667,0.7672413793103449,0
provided_faiss_small_plus_random,logreg,120,34,86,0.748936170212766,0.7394957983193278,0.7586206896551724,0
provided_faiss_small_plus_random,xgb,120,34,86,0.7272727272727273,0.6715328467153284,0.7931034482758621,0
provided_faiss_small_plus_random,rf,120,34,86,0.6881028938906752,0.5487179487179488,0.9224137931034483,0
provided_faiss_small_plus_random,gb,120,34,86,0.5909090909090909,0.8666666666666667,0.4482758620689655,0
provided_faiss_large_plus_random,rf,590,200,390,0.8217054263565892,0.7464788732394366,0.9137931034482759,0
provided_faiss_large_plus_random,xgb,590,200,390,0.7459016393442625,0.7109375,0.7844827586206896,0
provided_faiss_large_plus_random,logreg,590,200,390,0.6986899563318778,0.7079646017699115,0.6896551724137931,0
provided_faiss_large_plus_random,hist_gb,590,200,390,0.6103286384976526,0.6701030927835051,0.5603448275862069,0
provided_faiss_large_plus_random,gb,590,200,390,0.607843137254902,0.7045454545454546,0.5344827586206896,0
provided_active_plus_random,rf,596,206,390,0.8217054263565892,0.7464788732394366,0.9137931034482759,0
provided_active_plus_random,hist_gb,596,206,390,0.7662835249042146,0.6896551724137931,0.8620689655172413,0
provided_active_plus_random,gb,596,206,390,0.7659574468085106,0.7563025210084033,0.7758620689655172,0
provided_active_plus_random,xgb,596,206,390,0.7441860465116279,0.676056338028169,0.8275862068965517,0
provided_active_plus_random,logreg,596,206,390,0.7017543859649122,0.7142857142857143,0.6896551724137931,0
