forbes_url,company,url,region,business_segment,asset_value,sales_figure
http://www.forbes.com/companies/bp/,BP,http://www.forbes.com/companies/bp/,United Kingdom of Great Britain and Northern Ireland,Oil & Gas Operations,305700000000,379200000000
http://www.forbes.com/companies/chevron/,Chevron,http://www.forbes.com/companies/chevron/,United States of America,Oil & Gas Operations,253800000000,211800000000
http://www.forbes.com/companies/volkswagen-group/,Volkswagen Group,http://www.forbes.com/companies/volkswagen-group/,,Auto & Truck Manufacturers,446900000000,261500000000
http://www.forbes.com/companies/wal-mart-stores/,Wal-Mart Stores,http://www.forbes.com/companies/wal-mart-stores/,United States of America,Discount Stores,204800000000,476500000000
http://www.forbes.com/companies/gazprom/,Gazprom,http://www.forbes.com/companies/gazprom/,Russian Federation,Oil & Gas Operations,397200000000,164600000000
http://www.forbes.com/companies/samsung-electronics/,Samsung Electronics,http://www.forbes.com/companies/samsung-electronics/,Korea (Republic of),Semiconductors,202800000000,208900000000
http://www.forbes.com/companies/att/,AT&T,http://www.forbes.com/companies/att/,United States of America,Telecommunications services,277800000000,128800000000
http://www.forbes.com/companies/bnp-paribas/,BNP Paribas,http://www.forbes.com/companies/bnp-paribas/,France,Major Banks,2480500000000,123200000000
http://www.forbes.com/companies/total/,Total,http://www.forbes.com/companies/total/,France,Oil & Gas Operations,239100000000,227900000000
http://www.forbes.com/companies/verizon-communications/,Verizon Communications,http://www.forbes.com/companies/verizon-communications/,United States of America,Telecommunications services,274100000000,120600000000
http://www.forbes.com/companies/allianz/,Allianz,http://www.forbes.com/companies/allianz/,,Diversified Insurance,963100000000,131400000000
http://www.forbes.com/companies/china-mobile/,China Mobile,http://www.forbes.com/companies/china-mobile/,Hong Kong,Telecommunications services,192800000000,102500000000
http://www.forbes.com/companies/sinopec-china-petroleum/,Sinopec-China Petroleum,http://www.forbes.com/companies/sinopec-china-petroleum/,China,Oil & Gas Operations,228400000000,445300000000
http://www.forbes.com/companies/petrobras/,Petrobras,http://www.forbes.com/companies/petrobras/,Brazil,Oil & Gas Operations,319200000000,141200000000
http://www.forbes.com/companies/daimler/,Daimler,http://www.forbes.com/companies/daimler/,,Auto & Truck Manufacturers,232200000000,156600000000
http://www.forbes.com/companies/microsoft/,Microsoft,http://www.forbes.com/companies/microsoft/,United States of America,Software & Programming,153500000000,83300000000
http://www.forbes.com/companies/axa-group/,AXA Group,http://www.forbes.com/companies/axa-group/,France,Diversified Insurance,1018900000000,138900000000
http://www.forbes.com/companies/rosneft/,Rosneft,http://www.forbes.com/companies/rosneft/,Russian Federation,Oil & Gas Operations,229400000000,142600000000
http://www.forbes.com/companies/ibm/,IBM,http://www.forbes.com/companies/ibm/,United States of America,Computer Services,126200000000,99800000000
http://www.forbes.com/companies/nestle/,Nestle,http://www.forbes.com/companies/nestle/,Switzerland,Food Processing,135400000000,99400000000
http://www.forbes.com/companies/mitsubishi-ufj-financial/,Mitsubishi UFJ Financial,http://www.forbes.com/companies/mitsubishi-ufj-financial/,Japan,Major Banks,2458900000000,48600000000
http://www.forbes.com/companies/vodafone/,Vodafone,http://www.forbes.com/companies/vodafone/,United Kingdom of Great Britain and Northern Ireland,Telecommunications services,235600000000,65100000000
http://www.forbes.com/companies/eni/,Eni,http://www.forbes.com/companies/eni/,Italy,Oil & Gas Operations,186600000000,152700000000
http://www.forbes.com/companies/procter-gamble/,Procter & Gamble,http://www.forbes.com/companies/procter-gamble/,United States of America,Household/Personal Care,142900000000,84700000000
http://www.forbes.com/companies/johnson-johnson/,Johnson & Johnson,http://www.forbes.com/companies/johnson-johnson/,United States of America,Medical Equipment & Supplies,132700000000,71300000000
http://www.forbes.com/companies/american-international-group/,American International Group,http://www.forbes.com/companies/american-international-group/,United States of America,Diversified Insurance,540700000000,68100000000
http://www.forbes.com/companies/banco-santander/,Banco Santander,http://www.forbes.com/companies/banco-santander/,Spain,Major Banks,1537300000000,52500000000
http://www.forbes.com/companies/bhp-billiton/,BHP Billiton,http://www.forbes.com/companies/bhp-billiton/,Australia,Diversified Metals & Mining,151000000000,67700000000
http://www.forbes.com/companies/pfizer/,Pfizer,http://www.forbes.com/companies/pfizer/,United States of America,Pharmaceuticals,172100000000,52700000000
http://www.forbes.com/companies/itau-unibanco-holding/,Itaú Unibanco Holding,http://www.forbes.com/companies/itau-unibanco-holding/,Brazil,Major Banks,435400000000,67200000000
http://www.forbes.com/companies/ford-motor/,Ford Motor,http://www.forbes.com/companies/ford-motor/,United States of America,Auto & Truck Manufacturers,202000000000,146900000000
http://www.forbes.com/companies/bmw-group/,BMW Group,http://www.forbes.com/companies/bmw-group/,,Auto & Truck Manufacturers,190700000000,101000000000
http://www.forbes.com/companies/commonwealth-bank/,Commonwealth Bank,http://www.forbes.com/companies/commonwealth-bank/,Australia,Major Banks,699900000000,41500000000
http://www.forbes.com/companies/edf/,EDF,http://www.forbes.com/companies/edf/,France,Electric Utilities,353900000000,100400000000
http://www.forbes.com/companies/statoil/,Statoil,http://www.forbes.com/companies/statoil/,Norway,Oil & Gas Operations,146000000000,105200000000
http://www.forbes.com/companies/google/,Google,http://www.forbes.com/companies/google/,United States of America,Computer Services,110900000000,59700000000
http://www.forbes.com/companies/siemens/,Siemens,http://www.forbes.com/companies/siemens/,,Conglomerates,140100000000,99700000000
http://www.forbes.com/companies/novartis/,Novartis,http://www.forbes.com/companies/novartis/,Switzerland,Pharmaceuticals,126300000000,57900000000
http://www.forbes.com/companies/royal-bank-of-canada/,Royal Bank of Canada,http://www.forbes.com/companies/royal-bank-of-canada/,Canada,Major Banks,811400000000,37800000000
http://www.forbes.com/companies/sumitomo-mitsui-financial/,Sumitomo Mitsui Financial,http://www.forbes.com/companies/sumitomo-mitsui-financial/,Japan,Major Banks,1494700000000,46200000000
http://www.forbes.com/companies/comcast/,Comcast,http://www.forbes.com/companies/comcast/,United States of America,Broadcasting & Cable,158800000000,64700000000
http://www.forbes.com/companies/sberbank/,Sberbank,http://www.forbes.com/companies/sberbank/,Russian Federation,Regional Banks,554200000000,56500000000
http://www.forbes.com/companies/goldman-sachs-group/,Goldman Sachs Group,http://www.forbes.com/companies/goldman-sachs-group/,United States of America,Investment Services,911500000000,39500000000
http://www.forbes.com/companies/westpac-banking/,Westpac Banking Group,http://www.forbes.com/companies/westpac-banking/,Australia,Major Banks,651400000000,38400000000
http://www.forbes.com/companies/nippon-tel-tel/,Nippon Telegraph & Tel,http://www.forbes.com/companies/nippon-tel-tel/,Japan,Telecommunications services,189300000000,110700000000
http://www.forbes.com/companies/ping-an-insurance/,Ping An Insurance Group,http://www.forbes.com/companies/ping-an-insurance/,China,Diversified Insurance,552800000000,59000000000
http://www.forbes.com/companies/banco-bradesco/,Banco Bradesco,http://www.forbes.com/companies/banco-bradesco/,Brazil,Regional Banks,384900000000,74100000000
http://www.forbes.com/companies/anheuser-busch-inbev/,Anheuser-Busch InBev,http://www.forbes.com/companies/anheuser-busch-inbev/,Belgium,Beverages,141700000000,43200000000
http://www.forbes.com/companies/bank-of-communications/,Bank of Communications,http://www.forbes.com/companies/bank-of-communications/,China,Major Banks,942200000000,46600000000
http://www.forbes.com/companies/china-life-insurance/,China Life Insurance,http://www.forbes.com/companies/china-life-insurance/,China,Life & Health Insurance,327200000000,68400000000
http://www.forbes.com/companies/general-motors/,General Motors,http://www.forbes.com/companies/general-motors/,United States of America,Auto & Truck Manufacturers,166300000000,155400000000
http://www.forbes.com/companies/telefonica/,Telefónica,http://www.forbes.com/companies/telefonica/,Spain,Telecommunications services,163800000000,75800000000
http://www.forbes.com/companies/metlife/,MetLife,http://www.forbes.com/companies/metlife/,United States of America,Diversified Insurance,885300000000,71000000000
http://www.forbes.com/companies/honda-motor/,Honda Motor,http://www.forbes.com/companies/honda-motor/,Japan,Auto & Truck Manufacturers,147900000000,117700000000
http://www.forbes.com/companies/enel/,Enel,http://www.forbes.com/companies/enel/,Italy,Electric Utilities,226200000000,106300000000
http://www.forbes.com/companies/basf/,BASF,http://www.forbes.com/companies/basf/,,Diversified Chemicals,88700000000,98200000000
http://www.forbes.com/companies/softbank/,Softbank,http://www.forbes.com/companies/softbank/,Japan,Telecommunications services,156600000000,55600000000
http://www.forbes.com/companies/national-australia-bank/,National Australia Bank,http://www.forbes.com/companies/national-australia-bank/,Australia,Major Banks,755900000000,36900000000
http://www.forbes.com/companies/anz/,ANZ,http://www.forbes.com/companies/anz/,Australia,Major Banks,659700000000,34000000000
http://www.forbes.com/companies/td-bank-group/,TD Bank Group,http://www.forbes.com/companies/td-bank-group/,Canada,Major Banks,815200000000,31300000000
http://www.forbes.com/companies/conocophillips/,ConocoPhillips,http://www.forbes.com/companies/conocophillips/,United States of America,Oil & Gas Operations,118100000000,55600000000
http://www.forbes.com/companies/intel/,Intel,http://www.forbes.com/companies/intel/,United States of America,Semiconductors,92400000000,52700000000
http://www.forbes.com/companies/ubs/,UBS,http://www.forbes.com/companies/ubs/,Switzerland,Investment Services,1135500000000,39700000000
http://www.forbes.com/companies/hewlett-packard/,Hewlett-Packard,http://www.forbes.com/companies/hewlett-packard/,United States of America,Computer Hardware,105000000000,112100000000
http://www.forbes.com/companies/coca-cola/,Coca-Cola,http://www.forbes.com/companies/coca-cola/,United States of America,Beverages,91300000000,46300000000
http://www.forbes.com/companies/cisco-systems/,Cisco Systems,http://www.forbes.com/companies/cisco-systems/,United States of America,Communications Equipment,98400000000,47900000000
http://www.forbes.com/companies/lukoil/,LukOil,http://www.forbes.com/companies/lukoil/,Russian Federation,Oil & Gas Operations,109400000000,119200000000
http://www.forbes.com/companies/boeing/,Boeing,http://www.forbes.com/companies/boeing/,United States of America,Aerospace & Defense,92700000000,86600000000
http://www.forbes.com/companies/zurich-insurance-group/,Zurich Insurance Group,http://www.forbes.com/companies/zurich-insurance-group/,Switzerland,Diversified Insurance,397100000000,71900000000
http://www.forbes.com/companies/unitedhealth-group/,UnitedHealth Group,http://www.forbes.com/companies/unitedhealth-group/,United States of America,Managed Health Care,81900000000,122500000000
http://www.forbes.com/companies/hyundai-motor/,Hyundai Motor,http://www.forbes.com/companies/hyundai-motor/,Korea (Republic of),Auto & Truck Manufacturers,126400000000,79800000000
http://www.forbes.com/companies/sanofi/,Sanofi,http://www.forbes.com/companies/sanofi/,France,Pharmaceuticals,132400000000,43700000000
http://www.forbes.com/companies/credit-agricole/,Credit Agricole,http://www.forbes.com/companies/credit-agricole/,France,Major Banks,2117700000000,65300000000
http://www.forbes.com/companies/united-technologies/,United Technologies,http://www.forbes.com/companies/united-technologies/,United States of America,Conglomerates,90600000000,62700000000
http://www.forbes.com/companies/roche-holding/,Roche Holding,http://www.forbes.com/companies/roche-holding/,Switzerland,Pharmaceuticals,69900000000,50500000000
http://www.forbes.com/companies/munich-re/,Munich Re,http://www.forbes.com/companies/munich-re/,,Diversified Insurance,343100000000,88000000000
http://www.forbes.com/companies/pepsico/,PepsiCo,http://www.forbes.com/companies/pepsico/,United States of America,Beverages,77500000000,66400000000
http://www.forbes.com/companies/oracle/,Oracle,http://www.forbes.com/companies/oracle/,United States of America,Software & Programming,86600000000,37900000000
http://www.forbes.com/companies/bank-of-nova-scotia/,Bank of Nova Scotia,http://www.forbes.com/companies/bank-of-nova-scotia/,Canada,Major Banks,702100000000,27700000000
http://www.forbes.com/companies/cvs-caremark/,CVS Caremark,http://www.forbes.com/companies/cvs-caremark/,United States of America,Drug Retail,71500000000,126800000000
http://www.forbes.com/companies/ing-group/,ING Group,http://www.forbes.com/companies/ing-group/,Netherlands,Life & Health Insurance,1488700000000,34500000000
http://www.forbes.com/companies/saudi-basic-industries/,Saudi Basic Industries,http://www.forbes.com/companies/saudi-basic-industries/,Saudi Arabia,Diversified Chemicals,90400000000,50400000000
http://www.forbes.com/companies/merck-co/,Merck & Co,http://www.forbes.com/companies/merck-co/,United States of America,Pharmaceuticals,105600000000,44100000000
http://www.forbes.com/companies/walt-disney/,Walt Disney,http://www.forbes.com/companies/walt-disney/,United States of America,Broadcasting & Cable,83200000000,46000000000
http://www.forbes.com/companies/mizuho-financial/,Mizuho Financial,http://www.forbes.com/companies/mizuho-financial/,Japan,Major Banks,1791600000000,28500000000
http://www.forbes.com/companies/china-merchants-bank/,China Merchants Bank,http://www.forbes.com/companies/china-merchants-bank/,China,Major Banks,634700000000,32200000000
http://www.forbes.com/companies/societe-generale/,Société Générale,http://www.forbes.com/companies/societe-generale/,France,Major Banks,1702100000000,45600000000
http://www.forbes.com/companies/american-express/,American Express,http://www.forbes.com/companies/american-express/,United States of America,Consumer Financial Services,155900000000,34900000000
http://www.forbes.com/companies/banco-do-brasil/,Banco do Brasil,http://www.forbes.com/companies/banco-do-brasil/,Brazil,Major Banks,552700000000,68600000000
http://www.forbes.com/companies/morgan-stanley/,Morgan Stanley,http://www.forbes.com/companies/morgan-stanley/,United States of America,Investment Services,832700000000,40800000000
http://www.forbes.com/companies/prudential/,Prudential,http://www.forbes.com/companies/prudential/,United Kingdom of Great Britain and Northern Ireland,Life & Health Insurance,528500000000,81900000000
http://www.forbes.com/companies/cnooc/,CNOOC,http://www.forbes.com/companies/cnooc/,Hong Kong,Oil & Gas Operations,102700000000,43000000000
http://www.forbes.com/companies/rio-tinto/,Rio Tinto,http://www.forbes.com/companies/rio-tinto/,United Kingdom of Great Britain and Northern Ireland,Diversified Metals & Mining,111000000000,51200000000
http://www.forbes.com/companies/unilever/,Unilever,http://www.forbes.com/companies/unilever/,Netherlands,Food Processing,62700000000,66100000000
http://www.forbes.com/companies/nissan-motor/,Nissan Motor,http://www.forbes.com/companies/nissan-motor/,Japan,Auto & Truck Manufacturers,137200000000,104000000000
http://www.forbes.com/companies/credit-suisse-group/,Credit Suisse Group,http://www.forbes.com/companies/credit-suisse-group/,Switzerland,Investment Services,981200000000,39500000000
http://www.forbes.com/companies/eon/,E.ON,http://www.forbes.com/companies/eon/,,Electric Utilities,180100000000,162600000000
http://www.forbes.com/companies/generali-group/,Generali Group,http://www.forbes.com/companies/generali-group/,Italy,Diversified Insurance,602800000000,100500000000
http://www.forbes.com/companies/america-movil/,América Móvil,http://www.forbes.com/companies/america-movil/,Mexico,Telecommunications services,79000000000,61600000000
http://www.forbes.com/companies/glaxosmithkline/,GlaxoSmithKline,http://www.forbes.com/companies/glaxosmithkline/,United Kingdom of Great Britain and Northern Ireland,Pharmaceuticals,69700000000,41400000000
http://www.forbes.com/companies/schlumberger/,Schlumberger,http://www.forbes.com/companies/schlumberger/,United States of America,Oil Services & Equipment,67100000000,45400000000
http://www.forbes.com/companies/bbva-banco-bilbao-vizcaya/,BBVA-Banco Bilbao Vizcaya,http://www.forbes.com/companies/bbva-banco-bilbao-vizcaya/,Spain,Major Banks,802800000000,28200000000
http://www.forbes.com/companies/nordea-bank/,Nordea Bank,http://www.forbes.com/companies/nordea-bank/,Sweden,Regional Banks,868700000000,25600000000
http://www.forbes.com/companies/bayer/,Bayer,http://www.forbes.com/companies/bayer/,,Diversified Chemicals,70700000000,53300000000
http://www.forbes.com/companies/china-minsheng-banking/,China Minsheng Banking,http://www.forbes.com/companies/china-minsheng-banking/,China,Regional Banks,541200000000,34100000000
http://www.forbes.com/companies/caterpillar/,Caterpillar,http://www.forbes.com/companies/caterpillar/,United States of America,Heavy Equipment,84900000000,55700000000
http://www.forbes.com/companies/standard-chartered/,Standard Chartered,http://www.forbes.com/companies/standard-chartered/,United Kingdom of Great Britain and Northern Ireland,Major Banks,674400000000,25600000000
http://www.forbes.com/companies/china-shenhua-energy/,China Shenhua Energy,http://www.forbes.com/companies/china-shenhua-energy/,China,Diversified Metals & Mining,80400000000,42800000000
http://www.forbes.com/companies/us-bancorp/,US Bancorp,http://www.forbes.com/companies/us-bancorp/,United States of America,Major Banks,364000000000,20200000000
http://www.forbes.com/companies/mitsubishi-corp/,Mitsubishi Corp,http://www.forbes.com/companies/mitsubishi-corp/,Japan,Trading Companies,146500000000,74800000000
http://www.forbes.com/companies/dow-chemical/,Dow Chemical,http://www.forbes.com/companies/dow-chemical/,United States of America,Diversified Chemicals,69500000000,57100000000
http://www.forbes.com/companies/ecopetrol/,Ecopetrol,http://www.forbes.com/companies/ecopetrol/,Colombia,Oil & Gas Operations,68500000000,37700000000
http://www.forbes.com/companies/industrial-bank/,Industrial Bank,http://www.forbes.com/companies/industrial-bank/,China,Regional Banks,593500000000,32700000000
http://www.forbes.com/companies/shanghai-pudong-development/,Shanghai Pudong Development,http://www.forbes.com/companies/shanghai-pudong-development/,China,Regional Banks,607900000000,31700000000
http://www.forbes.com/companies/eads/,EADS,http://www.forbes.com/companies/eads/,France,Aerospace & Defense,128600000000,78700000000
http://www.forbes.com/companies/swiss-re/,Swiss Re,http://www.forbes.com/companies/swiss-re/,Switzerland,Diversified Insurance,205200000000,36800000000
http://www.forbes.com/companies/iberdrola/,Iberdrola,http://www.forbes.com/companies/iberdrola/,Spain,Electric Utilities,127300000000,43600000000
http://www.forbes.com/companies/china-citic-bank/,China Citic Bank,http://www.forbes.com/companies/china-citic-bank/,China,Regional Banks,555600000000,27800000000
http://www.forbes.com/companies/reliance-industries/,Reliance Industries,http://www.forbes.com/companies/reliance-industries/,India,Oil & Gas Operations,67200000000,72800000000
http://www.forbes.com/companies/hutchison-whampoa/,Hutchison Whampoa,http://www.forbes.com/companies/hutchison-whampoa/,Hong Kong,Conglomerates,105200000000,33000000000
http://www.forbes.com/companies/home-depot/,Home Depot,http://www.forbes.com/companies/home-depot/,United States of America,Home Improvement Retail,40500000000,78800000000
http://www.forbes.com/companies/hitachi/,Hitachi,http://www.forbes.com/companies/hitachi/,Japan,Electronics,104700000000,95700000000
http://www.forbes.com/companies/hon-hai-precision/,Hon Hai Precision,http://www.forbes.com/companies/hon-hai-precision/,"Taiwan, Province of China[a]",Electronics,68200000000,127200000000
http://www.forbes.com/companies/phillips-66/,Phillips 66,http://www.forbes.com/companies/phillips-66/,United States of America,Oil & Gas Operations,51000000000,157900000000
http://www.forbes.com/companies/capital-one-financial/,Capital One Financial,http://www.forbes.com/companies/capital-one-financial/,United States of America,Consumer Financial Services,298500000000,24200000000
http://www.forbes.com/companies/moller-maersk/,Møller-Maersk,http://www.forbes.com/companies/moller-maersk/,Denmark,Other Transportation,74500000000,47400000000
http://www.forbes.com/companies/aviva/,Aviva,http://www.forbes.com/companies/aviva/,United Kingdom of Great Britain and Northern Ireland,Life & Health Insurance,449900000000,53800000000
http://www.forbes.com/companies/france-telecom/,France Telecom,http://www.forbes.com/companies/france-telecom/,France,Telecommunications services,118300000000,54400000000
http://www.forbes.com/companies/deutsche-telekom/,Deutsche Telekom,http://www.forbes.com/companies/deutsche-telekom/,,Telecommunications services,162800000000,79800000000
http://www.forbes.com/companies/bank-of-montreal/,Bank of Montreal,http://www.forbes.com/companies/bank-of-montreal/,Canada,Major Banks,531600000000,20100000000
http://www.forbes.com/companies/vinci/,VINCI,http://www.forbes.com/companies/vinci/,France,Construction Services,86900000000,54100000000
http://www.forbes.com/companies/mondelez-international/,Mondelēz International,http://www.forbes.com/companies/mondelez-international/,United States of America,Food Processing,72600000000,35300000000
http://www.forbes.com/companies/suncor-energy/,Suncor Energy,http://www.forbes.com/companies/suncor-energy/,Canada,Oil & Gas Operations,73700000000,38400000000
http://www.forbes.com/companies/china-telecom/,China Telecom,http://www.forbes.com/companies/china-telecom/,China,Telecommunications services,89700000000,52300000000
http://www.forbes.com/companies/occidental-petroleum/,Occidental Petroleum,http://www.forbes.com/companies/occidental-petroleum/,United States of America,Oil & Gas Operations,70900000000,24400000000
http://www.forbes.com/companies/twenty-first-century-fox-inc/,"Twenty-First Century Fox, Inc.",http://www.forbes.com/companies/twenty-first-century-fox-inc/,United States of America,,53300000000,32000000000
http://www.forbes.com/companies/mitsui-co/,Mitsui & Co,http://www.forbes.com/companies/mitsui-co/,Japan,Trading Companies,106700000000,58100000000
http://www.forbes.com/companies/qualcomm/,Qualcomm,http://www.forbes.com/companies/qualcomm/,United States of America,Semiconductors,46300000000,25500000000
http://www.forbes.com/companies/state-bank-of-india/,State Bank of India,http://www.forbes.com/companies/state-bank-of-india/,India,Regional Banks,376800000000,37100000000
http://www.forbes.com/companies/time-warner/,Time Warner,http://www.forbes.com/companies/time-warner/,United States of America,Broadcasting & Cable,69900000000,29800000000
http://www.forbes.com/companies/philip-morris-international/,Philip Morris International,http://www.forbes.com/companies/philip-morris-international/,United States of America,Tobacco,38200000000,30900000000
http://www.forbes.com/companies/honeywell-international/,Honeywell International,http://www.forbes.com/companies/honeywell-international/,United States of America,Conglomerates,45400000000,39100000000
http://www.forbes.com/companies/express-scripts/,Express Scripts,http://www.forbes.com/companies/express-scripts/,United States of America,Healthcare Services,53500000000,104200000000
http://www.forbes.com/companies/united-parcel-service/,United Parcel Service,http://www.forbes.com/companies/united-parcel-service/,United States of America,Air Courier,36200000000,55500000000
http://www.forbes.com/companies/barclays/,Barclays,http://www.forbes.com/companies/barclays/,United Kingdom of Great Britain and Northern Ireland,Major Banks,2173400000000,55000000000
http://www.forbes.com/companies/pnc-financial-services/,PNC Financial Services,http://www.forbes.com/companies/pnc-financial-services/,United States of America,Regional Banks,324100000000,16500000000
http://www.forbes.com/companies/deutsche-post/,Deutsche Post,http://www.forbes.com/companies/deutsche-post/,,Air Courier,48900000000,73100000000
http://www.forbes.com/companies/aia-group/,AIA Group,http://www.forbes.com/companies/aia-group/,Hong Kong,Life & Health Insurance,145200000000,20700000000
http://www.forbes.com/companies/duke-energy/,Duke Energy,http://www.forbes.com/companies/duke-energy/,United States of America,Electric Utilities,114800000000,24600000000
http://www.forbes.com/companies/delta-air-lines/,Delta Air Lines,http://www.forbes.com/companies/delta-air-lines/,United States of America,Airline,59400000000,37700000000
http://www.forbes.com/companies/deutsche-bank/,Deutsche Bank,http://www.forbes.com/companies/deutsche-bank/,,Major Banks,2220400000000,61100000000
http://www.forbes.com/companies/national-grid/,National Grid,http://www.forbes.com/companies/national-grid/,United Kingdom of Great Britain and Northern Ireland,Natural Gas Utilities,83900000000,23400000000
http://www.forbes.com/companies/abb/,ABB,http://www.forbes.com/companies/abb/,Switzerland,Conglomerates,48400000000,41800000000
http://www.forbes.com/companies/amgen/,Amgen,http://www.forbes.com/companies/amgen/,United States of America,Biotechs,66100000000,18700000000
http://www.forbes.com/companies/ei-du-pont-de-nemours/,EI du Pont de Nemours,http://www.forbes.com/companies/ei-du-pont-de-nemours/,United States of America,Diversified Chemicals,51500000000,35900000000
http://www.forbes.com/companies/loreal-group/,L'Oréal Group,http://www.forbes.com/companies/loreal-group/,France,Household/Personal Care,43100000000,30500000000
http://www.forbes.com/companies/manulife-financial/,Manulife Financial,http://www.forbes.com/companies/manulife-financial/,Canada,Life & Health Insurance,467000000000,17600000000
http://www.forbes.com/companies/british-american-tobacco/,British American Tobacco,http://www.forbes.com/companies/british-american-tobacco/,United Kingdom of Great Britain and Northern Ireland,Tobacco,44500000000,23900000000
http://www.forbes.com/companies/saic-motor/,SAIC Motor,http://www.forbes.com/companies/saic-motor/,China,Auto & Truck Manufacturers,56400000000,88300000000
http://www.forbes.com/companies/oil-natural-gas/,Oil & Natural Gas,http://www.forbes.com/companies/oil-natural-gas/,India,Oil & Gas Operations,53800000000,29600000000
http://www.forbes.com/companies/walgreen/,Walgreen,http://www.forbes.com/companies/walgreen/,United States of America,Drug Retail,37100000000,74200000000
http://www.forbes.com/companies/kddi/,KDDI,http://www.forbes.com/companies/kddi/,Japan,Telecommunications services,46100000000,42300000000
http://www.forbes.com/companies/valero-energy/,Valero Energy,http://www.forbes.com/companies/valero-energy/,United States of America,Oil & Gas Operations,47300000000,138100000000
http://www.forbes.com/companies/ptt-pcl/,PTT PCL,http://www.forbes.com/companies/ptt-pcl/,Thailand,Oil & Gas Operations,54800000000,92500000000
http://www.forbes.com/companies/travelers-cos/,Travelers Cos,http://www.forbes.com/companies/travelers-cos/,United States of America,Property & Casualty Insurance,105600000000,26200000000
http://www.forbes.com/companies/canadian-imperial-bank/,Canadian Imperial Bank,http://www.forbes.com/companies/canadian-imperial-bank/,Canada,Major Banks,359600000000,16700000000
http://www.forbes.com/companies/astrazeneca/,AstraZeneca,http://www.forbes.com/companies/astrazeneca/,United Kingdom of Great Britain and Northern Ireland,Pharmaceuticals,55900000000,25700000000
http://www.forbes.com/companies/deere-co/,Deere & Co,http://www.forbes.com/companies/deere-co/,United States of America,Heavy Equipment,57700000000,38000000000
http://www.forbes.com/companies/union-pacific/,Union Pacific,http://www.forbes.com/companies/union-pacific/,United States of America,Railroads,49700000000,22000000000
http://www.forbes.com/companies/mcdonalds/,McDonald's,http://www.forbes.com/companies/mcdonalds/,United States of America,Restaurants,36600000000,28100000000
http://www.forbes.com/companies/wellpoint/,WellPoint,http://www.forbes.com/companies/wellpoint/,United States of America,Managed Health Care,59600000000,71500000000
http://www.forbes.com/companies/aflac/,Aflac,http://www.forbes.com/companies/aflac/,United States of America,Life & Health Insurance,124300000000,24100000000
http://www.forbes.com/companies/tokio-marine-holdings/,Tokio Marine Holdings,http://www.forbes.com/companies/tokio-marine-holdings/,Japan,Property & Casualty Insurance,181200000000,42700000000
http://www.forbes.com/companies/taiwan-semiconductor/,Taiwan Semiconductor,http://www.forbes.com/companies/taiwan-semiconductor/,"Taiwan, Province of China[a]",Semiconductors,42400000000,20100000000
