variant,model,train_total,train_positives,train_negatives,val_f1,val_precision,val_recall,tokens_used,test_f1,test_precision,test_recall,f1,precision,recall
faiss_small_plus_random,hist_gb,120,34,86,0.9142857142857144,0.8727272727272727,0.96,0,,,,0.9142857142857144,0.8727272727272727,0.96
faiss_small_plus_random,xgb,120,34,86,0.912621359223301,0.8867924528301887,0.94,0,,,,0.912621359223301,0.8867924528301887,0.94
faiss_large_plus_random,rf,720,200,520,0.99,0.99,0.99,0,0.9848942598187311,0.9908814589665653,0.978978978978979,0.99,0.99,0.99
faiss_large_plus_random,gb,720,200,520,0.99,0.99,0.99,0,,,,0.99,0.99,0.99
faiss_large_plus_random,hist_gb,720,200,520,0.99,0.99,0.99,0,,,,0.99,0.99,0.99
faiss_large_plus_random,logreg,720,200,520,0.9850746268656716,0.9801980198019802,0.99,0,,,,0.9850746268656716,0.9801980198019802,0.99
faiss_large_plus_random,xgb,720,200,520,0.9849246231155778,0.98989898989899,0.98,0,,,,0.9849246231155778,0.98989898989899,0.98
active_plus_random,logreg,1160,581,579,0.9949748743718593,1.0,0.99,0,0.9895366218236173,0.9851190476190477,0.993993993993994,0.9949748743718593,1.0,0.99
active_plus_random,rf,1160,581,579,0.9850746268656716,0.9801980198019802,0.99,0,,,,0.9850746268656716,0.9801980198019802,0.99
active_plus_random,gb,1160,581,579,0.9850746268656716,0.9801980198019802,0.99,0,,,,0.9850746268656716,0.9801980198019802,0.99
active_plus_random,xgb,1160,581,579,0.9850746268656716,0.9801980198019802,0.99,0,,,,0.9850746268656716,0.9801980198019802,0.99
active_plus_random,hist_gb,1160,581,579,0.9702970297029702,0.9607843137254902,0.98,0,,,,0.9702970297029702,0.9607843137254902,0.98
provided_faiss_small,rf,100,34,66,0.99009900990099,0.9803921568627451,1.0,0,0.983358547655068,0.9908536585365854,0.975975975975976,0.99009900990099,0.9803921568627451,1.0
provided_faiss_small,logreg,100,34,66,0.9801980198019802,0.9705882352941176,0.99,0,,,,0.9801980198019802,0.9705882352941176,0.99
provided_faiss_small,hist_gb,100,34,66,0.9748743718592964,0.9797979797979798,0.97,0,,,,0.9748743718592964,0.9797979797979798,0.97
provided_faiss_small,xgb,100,34,66,0.9748743718592964,0.9797979797979798,0.97,0,,,,0.9748743718592964,0.9797979797979798,0.97
provided_faiss_small,gb,100,34,66,0.9430051813471503,0.978494623655914,0.91,0,,,,0.9430051813471503,0.978494623655914,0.91
provided_faiss_large,rf,600,200,400,0.9850746268656716,0.9801980198019802,0.99,0,0.9895052473763118,0.9880239520958084,0.990990990990991,0.9850746268656716,0.9801980198019802,0.99
provided_faiss_large,hist_gb,600,200,400,0.9850746268656716,0.9801980198019802,0.99,0,,,,0.9850746268656716,0.9801980198019802,0.99
provided_faiss_large,xgb,600,200,400,0.9702970297029702,0.9607843137254902,0.98,0,,,,0.9702970297029702,0.9607843137254902,0.98
provided_faiss_large,logreg,600,200,400,0.9655172413793104,0.9514563106796117,0.98,0,,,,0.9655172413793104,0.9514563106796117,0.98
provided_faiss_large,gb,600,200,400,0.9651741293532338,0.9603960396039604,0.97,0,,,,0.9651741293532338,0.9603960396039604,0.97
provided_active,logreg,1550,1115,435,0.99,0.99,0.99,0,0.991044776119403,0.9851632047477745,0.996996996996997,0.99,0.99,0.99
provided_active,rf,1550,1115,435,0.99,0.99,0.99,0,,,,0.99,0.99,0.99
provided_active,hist_gb,1550,1115,435,0.9753694581280788,0.9611650485436893,0.99,0,,,,0.9753694581280788,0.9611650485436893,0.99
provided_active,gb,1550,1115,435,0.9705882352941176,0.9519230769230769,0.99,0,,,,0.9705882352941176,0.9519230769230769,0.99
provided_active,xgb,1550,1115,435,0.9705882352941176,0.9519230769230769,0.99,0,,,,0.9705882352941176,0.9519230769230769,0.99
provided_faiss_small_plus_random,rf,120,34,86,0.99009900990099,0.9803921568627451,1.0,0,0.9818181818181818,0.9908256880733946,0.972972972972973,0.99009900990099,0.9803921568627451,1.0
provided_faiss_small_plus_random,logreg,120,34,86,0.9753694581280788,0.9611650485436893,0.99,0,,,,0.9753694581280788,0.9611650485436893,0.99
provided_faiss_small_plus_random,hist_gb,120,34,86,0.9748743718592964,0.9797979797979798,0.97,0,,,,0.9748743718592964,0.9797979797979798,0.97
provided_faiss_small_plus_random,xgb,120,34,86,0.9748743718592964,0.9797979797979798,0.97,0,,,,0.9748743718592964,0.9797979797979798,0.97
provided_faiss_small_plus_random,gb,120,34,86,0.9032258064516129,0.9767441860465116,0.84,0,,,,0.9032258064516129,0.9767441860465116,0.84
provided_faiss_large_plus_random,rf,720,200,520,0.9850746268656716,0.9801980198019802,0.99,0,0.9771689497716894,0.9907407407407407,0.963963963963964,0.9850746268656716,0.9801980198019802,0.99
provided_faiss_large_plus_random,xgb,720,200,520,0.9753694581280788,0.9611650485436893,0.99,0,,,,0.9753694581280788,0.9611650485436893,0.99
provided_faiss_large_plus_random,logreg,720,200,520,0.9702970297029702,0.9607843137254902,0.98,0,,,,0.9702970297029702,0.9607843137254902,0.98
provided_faiss_large_plus_random,gb,720,200,520,0.9651741293532338,0.9603960396039604,0.97,0,,,,0.9651741293532338,0.9603960396039604,0.97
provided_faiss_large_plus_random,hist_gb,720,200,520,0.9547738693467336,0.9595959595959596,0.95,0,,,,0.9547738693467336,0.9595959595959596,0.95
provided_active_plus_random,logreg,1160,581,579,0.99,0.99,0.99,0,0.991044776119403,0.9851632047477745,0.996996996996997,0.99,0.99,0.99
provided_active_plus_random,rf,1160,581,579,0.9850746268656716,0.9801980198019802,0.99,0,,,,0.9850746268656716,0.9801980198019802,0.99
provided_active_plus_random,hist_gb,1160,581,579,0.9753694581280788,0.9611650485436893,0.99,0,,,,0.9753694581280788,0.9611650485436893,0.99
provided_active_plus_random,xgb,1160,581,579,0.9702970297029702,0.9607843137254902,0.98,0,,,,0.9702970297029702,0.9607843137254902,0.98
provided_active_plus_random,gb,1160,581,579,0.9658536585365853,0.9428571428571428,0.99,0,,,,0.9658536585365853,0.9428571428571428,0.99
