Blocking Key Value,Frequency
FINDIN,2
ON GOL,2
ETERNA,2
SON OF,2
SHAKES,2
GIVE U,2
GASLIG,2
GLADIA,2
G. I. ,2
GOLD D,2
LETHAL,2
SISTER,2
FRIEND,2
FRENCH,2
SERGEA,2
FRANCE,2
FOX,2
SMALL ,2
SMART ,2
GONE W,2
SEPARA,2
FOREVE,2
GOOD M,2
SNOW C,2
GOOD N,2
FOR TH,2
SO THI,2
GOOD W,2
SOLDIE,2
SEEING,2
FLOWER,2
FLIGHT,2
SOMEBO,2
STATE ,2
ENCHAN,2
IMITAT,2
TANGO,2
DESIRE,2
DESIGN,2
RIDIN',2
RICHAR,2
DELIVE,2
TEENAG,2
HOTEL ,2
TERMIN,2
TERMS ,2
THANK ,2
RHYTHM,2
DEAD M,2
LIFE I,2
RHAPSO,2
DAY OF,2
DAY FO,2
OF HUM,2
THAT M,2
DAUGHT,2
THAT T,2
REVERS,2
HUD,2
THAT'S,2
SHANGH,2
I AM A,2
LIFE W,2
REBEL ,2
RAY,2
THE AG,2
LEROY ,2
TALES ,2
EMMA,2
DIRTY ,2
ELMER ,2
HEART ,2
ELECTI,2
LEAVIN,2
"HELLO,",2
STRIKE,2
EDWARD,2
SABRIN,2
SUDDEN,2
RUNAWA,2
EASTER,2
ROYAL ,2
SUNRIS,2
SUNSET,2
SUPER ,2
SUSPIC,2
LEWIS ,2
DRIVIN,2
DREAM ,2
ROOM A,2
ROMEO ,2
HIT PA,2
SWEETH,2
DOWN O,2
DOWN A,2
ROMAN ,2
DONALD,2
DIVORC,2
DISRAE,2
SINGIN,2
ERIN B,2
A FEW ,2
A FARE,2
A CITY,2
TO EAC,2
ALL AB,2
WONDER,2
WALL S,2
A DOUB,2
ARTIST,2
TO JOH,2
ALFRED,2
TO KIL,2
WITH T,2
A FREE,2
TO LIV,2
WANTED,2
TWO FO,2
WITH B,2
UNION ,2
BLUE V,2
BLUES ,2
UNITED,2
YESTER,2
ANTHON,2
BOYS T,2
BOYS D,2
THROUG,2
7TH HE,2
BORN Y,2
ANTONI,2
APOCAL,2
ALWAYS,2
BOOGIE,2
UP,2
TITANI,2
A BOY ,2
UNIVER,2
TWO WO,2
ALBERT,2
THIS W,2
A THOU,2
BELLE ,2
BACHEL,2
BACK S,2
BACK T,2
A TOUC,2
TROPIC,2
WHERE ,2
TRAFFI,2
ALASKA,2
A STRE,2
TRAINI,2
TRANSA,2
TRANSF,2
TRAVEL,2
A SHIP,2
A SIMP,2
BEN-HU,2
ABOUT ,2
WHO KI,2
WHO'S ,2
BITTER,2
WAR AN,2
WINNIE,2
AIRPOR,2
AIR FO,2
BIRDS ,2
TO W. ,2
TWIN S,2
AGAINS,2
WATCH ,2
WATER ,2
BEVERL,2
BETWEE,2
WILD I,2
BERKEL,2
AMADEU,2
WHEN M,2
BRAZIL,2
THE WR,2
THE UM,2
VOLVER,2
CABARE,2
THE US,2
BUTCH ,2
VOYAGE,2
BUILDI,2
THEY S,2
YOUTH ,2
ANNA A,2
THERE ,2
YOU'RE,2
BROTHE,2
YOU'LL,2
CAMILL,2
THE SL,2
CARAVA,2
CARMEN,2
CARRIE,2
CASANO,2
CASINO,2
CAT BA,2
CAVALC,2
THE PL,2
CHAMPI,2
THE OX,2
CHARAD,2
CHARIO,2
CHARLI,2
CHARLY,2
THE OD,2
BROOKL,2
THE TW,2
THIRTY,2
BROADW,2
THE NO,2
BRIGHT,2
THIS I,2
BRIDGE,2
AMARCO,2
AMAZON,2
THIS L,2
PILLOW,1
PINKY,1
PINK A,1
PIGSKI,1
PINOCC,1
WEE WI,1
RECOLL,1
REGRET,1
RASHOM,1
RECYCL,1
PICNIC,1
PICKUP,1
PIANIS,1
WEST B,1
PHARAO,1
WEST S,1
PHAEDR,1
PEYTON,1
WET BL,1
WELLS ,1
PLAN F,1
WEE WA,1
POETIC,1
PORGY ,1
REBECC,1
WATER-,1
"RICH, ",1
POLLOC,1
WALL-E,1
WATERL,1
WATERW,1
WAY DO,1
POINT ,1
"RECI, ",1
PLACID,1
POCKET,1
WAY OU,1
POCAHO,1
PLYMOU,1
PLUTO',1
PLEASA,1
WE REF,1
PLATOO,1
WE'VE ,1
VIVA Z,1
PETE'S,1
PETE ',1
PETE K,1
REDUX ,1
PAUL B,1
WHAT A,1
RIDICU,1
PATHFI,1
VITELL,1
PATCH ,1
PAT AN,1
WHAT O,1
RIDING,1
"WHAT, ",1
RED RI,1
PASSIO,1
WHEN A,1
PARTNE,1
PARIS-,1
RIP VA,1
WHEN D,1
WHEN F,1
PARENT,1
WHEN H,1
RIPPLI,1
RED GR,1
RIDE T,1
WATER,1
PAUL N,1
PERSEP,1
PERRI,1
RED,1
PERIOD,1
PERCY ,1
PEPE,1
WHALE ,1
RED GA,1
WHAT D,1
VIVA V,1
WHAT E,1
PELLE ,1
PEGGY ,1
WHAT H,1
PEARL ,1
PEACE ,1
WHAT N,1
PAW,1
PAUL R,1
WHAT P,1
VIVA I,1
PORTIA,1
WAT'S ,1
PORTUG,1
WALK O,1
QUO VA,1
QUIZ S,1
QUINCY,1
WALKIN,1
QUILLS,1
QUIET ,1
QUIERO,1
QUICKE,1
WALKY ,1
REMBRA,1
WALLAC,1
WALLS ,1
QUEST,1
RATATO,1
RESTOR,1
RESTRE,1
RAVEN',1
PAPILL,1
WALT D,1
QUALIT,1
QIVITO,1
WALK T,1
RESIST,1
PUSS G,1
REQUIE,1
RANDOM,1
RAN,1
RAMBO:,1
RAMBLI,1
RAISE ,1
WACO: ,1
RAINTR,1
RAINBO,1
WAG TH,1
WAIKIK,1
WABASH,1
WAIT U,1
REMEMB,1
RAIDER,1
RAGTIM,1
REMO W,1
WAKE I,1
WALDO ,1
RASPUT,1
REPORT,1
RAFFLE,1
PYGMAL,1
PURPLE,1
REHEAR,1
WAR OF,1
VOLCAN,1
PRIMAR,1
PRIMAL,1
REDS,1
WAR/DA,1
WARGAM,1
REVOLU,1
REASON,1
PRESTO,1
VOICE ,1
WARREN,1
PREDAT,1
WARTIM,1
POSTER,1
VIVACI,1
POSTCA,1
WASP,1
POSSES,1
WASTE ,1
POSEID,1
RAONI,1
PRIMRO,1
REAR W,1
WALTZ ,1
WAR PH,1
PULP F,1
PULCIN,1
PSYCHO,1
PSYCHI,1
RESURR,1
W. J. ,1
PROPHE,1
WALTZI,1
REUBEN,1
REUNIO,1
RAY ST,1
REVANC,1
RAY'S ,1
REJECT,1
PROJEC,1
WAR CL,1
WAR DE,1
PROBES,1
VON RY,1
PRIZZI,1
REAP T,1
THE MY,1
OPEN C,1
PAPER ,1
WRITTE,1
M�ME L,1
WOODST,1
MY WIL,1
WORDLE,1
MY UNC,1
WORK E,1
MY SWE,1
WORKIN,1
MY SIS,1
WORLD ,1
WRESTL,1
MY MOT,1
MY MAN,1
MY DEA,1
MY LOV,1
MY LIF,1
WRONG ,1
MY GRA,1
MY GEI,1
WUTHER,1
MY GAL,1
MY FOO,1
MY FIN,1
WYATT ,1
Y TU M,1
MY FAM,1
NA WEW,1
NAILS,1
NAKED ,1
NAPOLE,1
NIXON,1
NINOTC,1
NINE T,1
NINE F,1
NINE L,1
NINE,1
NIGHTS,1
NIGHTL,1
WITH A,1
NICHOL,1
NIBBLE,1
NEW BO,1
NEW AM,1
NEPTUN,1
NELLY',1
NELL,1
NEIGHB,1
NAVAJO,1
NAUGHT,1
NATURE,1
WIVES ,1
NATION,1
NASHVI,1
WOLFGA,1
WOMEN-,1
Y. FRA,1
YAD VA,1
NO END,1
ZELIG,1
YOUR F,1
YOUR N,1
MR. HU,1
MR. HO,1
Z,1
MR. GA,1
MR. DO,1
MR. DE,1
MR. BL,1
ZELARY,1
MR. & ,1
MOVIE ,1
MOURNI,1
MY BRI,1
ZORBA ,1
ZUS & ,1
IMAGES,1
MOST (,1
"SEX, L",1
TOM TH,1
� NOUS,1
MOROCC,1
�DALEN,1
MORITU,1
MORGAN,1
�RAMOS,1
MR. SA,1
MR. SK,1
YOU WE,1
YOU LI,1
MY BOY,1
MY BIG,1
MY BES,1
MY BEA,1
MY ARC,1
YEATS ,1
MURPHY,1
YENTL,1
MURMUR,1
"YES, G",1
MURAL ,1
MUNRO,1
MUNICH,1
MULHOL,1
MULAN,1
MUDDY ,1
MT. HE,1
MRS. P,1
YOJIMB,1
MRS. H,1
MRS. D,1
YOU AR,1
MRS. B,1
MR. SM,1
YOU DO,1
NO COU,1
NO HUN,1
PAPA'S,1
ONE SU,1
WHILE ,1
ROB RO,1
ONLY W,1
ONLY A,1
WHISTL,1
"ONE, T",1
WHO AR,1
ONE OF,1
ONE FR,1
ONE WH,1
ONE WA,1
ONE TR,1
ONE PO,1
ONCE,1
ONE NI,1
ONE MI,1
ONE MA,1
ONE HU,1
ONE HO,1
WHO FR,1
ONE FO,1
WHO IS,1
ONE FI,1
ONE DR,1
ONCE U,1
ONCE M,1
OPEN D,1
WHIFFS,1
ORCHES,1
ORDINA,1
PANIC ,1
PANDRO,1
PAN'S ,1
PAN,1
PAL JO,1
PAIX S,1
PAISAN,1
PAINT ,1
PADDLE,1
PACIFI,1
OVERTU,1
OVERNI,1
OVER T,1
OUVERT,1
OUTSID,1
OUTLAN,1
OUR VE,1
OUR TO,1
OUR TI,1
WHICH ,1
OTHER ,1
OTHELL,1
OTELLO,1
OSCAR ,1
ORLAND,1
WHOOPE,1
WHO�S ,1
NO MAN,1
NOT AS,1
O BROT,1
NURSE ,1
WILLOW,1
WILLY ,1
NUDNIK,1
NOWHER,1
"NOW, V",1
NOW YO,1
NOW HE,1
WILSON,1
NOTORI,1
WINDY ,1
NORWAY,1
ON TIP,1
NORTHW,1
WING A,1
WINGED,1
NORBIT,1
NONE B,1
NONE S,1
NOBODY,1
NOAH'S,1
NO WAY,1
WINNIN,1
WISH 1,1
NO SAD,1
O QUAT,1
WILD B,1
OBJECT,1
OBSESS,1
WHY CA,1
ON HOP,1
WHY GI,1
ON ANY,1
OMNIBU,1
OLIVER,1
OLD MI,1
OKTAPO,1
OKLAHO,1
OISIN,1
WHY KO,1
WHY MA,1
"OH, MY",1
WILD S,1
"OH, GO",1
OH MY ,1
OH BRO,1
OFF TH,1
OF TIM,1
OF PUP,1
OF MIC,1
OF MEN,1
WILD W,1
WILD A,1
ODD MA,1
VISIT ,1
SAGEBR,1
VISAS ,1
TOM BA,1
SURE C,1
TO WAL,1
TO WIL,1
SUNNY,1
SUNFLO,1
SUNDOW,1
TOBRUK,1
SUNDAE,1
TOM & ,1
SUNBON,1
SUN VA,1
SUN CO,1
SUEZ,1
SURVIV,1
TOM JO,1
TOM SA,1
"TOM, D",1
STUBBL,1
STUART,1
STRING,1
TOMMY,1
STRAWB,1
STRAW ,1
TOMORR,1
STRATE,1
TONIGH,1
SURF'S,1
SUSAN ,1
T-MEN,1
TO PEG,1
SYRUP,1
SYRIAN,1
SYMPOS,1
SYMPHO,1
SWORD ,1
SWOONE,1
SWITZE,1
SWISS ,1
TO MAR,1
SWINGT,1
TO MON,1
TO OLI,1
TO RAS,1
TO VIN,1
TO REY,1
TO RIC,1
SWEENE,1
TO SAM,1
SWEDES,1
SWANEE,1
SWAN S,1
TO SHI,1
SVENGA,1
TO SHO,1
SUZY,1
SUZANN,1
TOO MA,1
TOO YO,1
STRAIG,1
TORTUR,1
TORERO,1
SREDNI,1
SQUIRE,1
SQUATT,1
SQUASH,1
SPRING,1
SPLIT ,1
SPLEND,1
SPLASH,1
TORPED,1
SPILLS,1
TORTIL,1
TOTAL ,1
STOUT ,1
TOUCH�,1
SPIELZ,1
TOWARD,1
TOWN W,1
SPEEDY,1
TOY TI,1
SPEED ,1
SPEED,1
TOYS,1
TOYS I,1
TRADER,1
SPARTA,1
TORCH ,1
STAIRW,1
TORA! ,1
TOPSY-,1
"TOOT, ",1
STORY ,1
STORM ,1
"STOP, ",1
STOP T,1
STOLEN,1
STILL ,1
STICKY,1
MORE,1
STEVEN,1
STEVE ,1
STEP L,1
STELLA,1
STEEL ,1
TOOTSI,1
TOP GU,1
TOP HA,1
STARTI,1
STARSH,1
STARMA,1
STAR!,1
STAR I,1
TOPKAP,1
STAR S,1
STANLE,1
T IS F,1
TO JUD,1
TRADIN,1
THOROU,1
THEY K,1
THEY P,1
THEY W,1
THE CU,1
THEY'R,1
THIRTE,1
THIS C,1
THE CE,1
THIS M,1
THIS S,1
THIS T,1
THIS A,1
THE AW,1
THE ED,1
THE AV,1
THOSE ,1
THE AT,1
THOTH,1
THOUSA,1
THREE,1
THROW ,1
THURSD,1
TIM BU,1
TIMBER,1
THE 81,1
THE 50,1
THE EA,1
THESE ,1
TABASC,1
THE TU,1
THE OF,1
THE OM,1
THE OR,1
THE L-,1
THE KL,1
THE KE,1
THE OS,1
THE OU,1
THE IS,1
THE SK,1
THE SM,1
THE SQ,1
THE UG,1
THERE',1
THE GE,1
THE V.,1
THE VE,1
THE VO,1
THE YA,1
THE EX,1
THE EU,1
THEIR ,1
THE ER,1
THELMA,1
THEM!,1
THEODO,1
"THE 5,",1
THE 40,1
TIME I,1
TARZAN,1
TED WI,1
TECHNO,1
TEACHE,1
TEA FO,1
TCHAIK,1
TO FOR,1
TO GAT,1
TO HAR,1
TAXI T,1
TO HAY,1
TAXI D,1
TASK F,1
TARAS ,1
TIME P,1
TANKS ,1
TO IVA,1
TANGLE,1
TANGHI,1
TAMMY ,1
"TALL, ",1
TALK T,1
TO JAM,1
TO JON,1
TAKE T,1
TAKE A,1
TABU,1
"TEDDY,",1
TELL T,1
TEN GE,1
TEQUIL,1
TIME S,1
THAT U,1
TIN PA,1
THAT O,1
TIN TO,1
TIT FO,1
THAT L,1
THAT H,1
TITUS,1
TLAYUC,1
THAT G,1
THAT F,1
TO BEN,1
THAT C,1
THAR S,1
TO BOB,1
THANKS,1
TO CAT,1
TESTAM,1
TEST P,1
TESS,1
TO CLA,1
TO DEA,1
TO DIE,1
TERESA,1
SPACES,1
SPACEB,1
VIOLET,1
SCARED,1
ULYSSE,1
UMBERT,1
UNCHAI,1
UNCONQ,1
SCRATC,1
UNFAIT,1
UNFINI,1
SCOTTS,1
SCOTT ,1
SCHTON,1
UNFORG,1
SCHIND,1
SAYONA,1
SEAL I,1
SAY ON,1
SAY GO,1
SAVING,1
SAUL Z,1
SATURD,1
SARI'S,1
SARATO,1
SARAH ,1
UNSTOP,1
SARABA,1
SANDY ,1
SANDS ,1
SEABIS,1
SEANCE,1
SEVEN,1
TWO-MI,1
SERVIC,1
TWISTE,1
SERVAN,1
TWO CA,1
TWO GI,1
SERPIC,1
TWO HA,1
SERENG,1
SERAGL,1
TWO SO,1
TWO TI,1
SENZEN,1
SENTIN,1
SEARCH,1
TYPHOO,1
SENSE ,1
SENSAT,1
SELLIN,1
SELF D,1
U-571,1
SEEDS ,1
SEE YO,1
UGETSU,1
SEE WH,1
ULEE'S,1
SEAWAR,1
SANDAK,1
SAND,1
UNSTRU,1
ROOFTO,1
VAN GO,1
RUGGLE,1
RUGGED,1
ROY PO,1
VANILL,1
VATEL,1
ROSEMA,1
ROSE K,1
ROSALI,1
ROOTY ,1
ROOMMA,1
VELVET,1
VENUS,1
SAN FR,1
VERA D,1
VERTIG,1
VERY N,1
ROLLER,1
ROGUE ,1
ROGER ,1
ROCKY ,1
VESUVI,1
ROCKY,1
VICKY ,1
ROCHUS,1
ROBOCO,1
RUNNIN,1
RUSSEL,1
RUSSIA,1
RYAN,1
SAN AN,1
SAMSON,1
SAMOA,1
UP CLO,1
SAME T,1
SAMBA-,1
URGE T,1
SAM SP,1
SAM,1
SALVAD,1
SALUDO,1
SALTY ,1
SALT,1
SALLY,1
SALLAH,1
SALIM ,1
SALAAM,1
SAINT ,1
SAHARA,1
VACATI,1
SADIE ,1
VALIAN,1
VALLEY,1
RYAN'S,1
VALMON,1
SESSIO,1
TWIST ,1
SPACE ,1
TRUANT,1
SO DEA,1
SNOWS ,1
SNOW W,1
SNOW F,1
TRON,1
TRON: ,1
SNOW,1
TROY,1
SMOKEY,1
SMILIN,1
SMILE ,1
SMASH-,1
TRUE L,1
SO MUC,1
TSOTSI,1
SLUMDO,1
SLING ,1
TUBBY ,1
SLEUTH,1
SLEEPY,1
SLEEPL,1
SLEEPI,1
SLEEPE,1
SKYSCR,1
SKYLAR,1
SKY OV,1
SO END,1
SO PRO,1
SEWING,1
SOMETI,1
TRAIL ,1
SOUNDE,1
TRAINS,1
SOULS ,1
"SORRY,",1
SORCER,1
SONS O,1
SONS A,1
SONGWR,1
SONG W,1
TREASU,1
SOMEWH,1
TREES ,1
TRISTA,1
TREVOR,1
TRIAL,1
SOME L,1
SOME C,1
TRIANG,1
SOLOMO,1
TRIBUT,1
SOLO,1
SOLLY',1
TRIO,1
SOL LE,1
TRIP T,1
TUCKER,1
SKIPPY,1
SKATER,1
SHE LO,1
SHORT ,1
SHOESH,1
TWEETI,1
SHOE-S,1
SHIRLE,1
SHIP O,1
TWELVE,1
SHERRY,1
SHERLO,1
SHENAN,1
SHE WO,1
SHE MA,1
SHE DO,1
SIX-SI,1
SHARK ,1
SHANKS,1
TWENTY,1
SHANE,1
SHAMPO,1
SHALL ,1
TWICE ,1
TWILIG,1
SHAFT,1
TWIN T,1
SEYMOU,1
SEXY B,1
TURKIS,1
SHOULD,1
SHOW B,1
SHREK,1
SIX SH,1
SIX DE,1
SITTIN,1
SISYPH,1
TUESDA,1
TULIPS,1
TULSA,1
"SING, ",1
SING!,1
TUMBLE,1
SING Y,1
SINCE ,1
SINBAD,1
TUNES ,1
SILKWO,1
SILENT,1
SIEGE,1
TUP TU,1
SIDEWA,1
TUPAC:,1
SICKO,1
SIAM,1
SHUT U,1
TURKEY,1
SHREK ,1
MORE A,1
"$1,000",1
MOONTI,1
CHAPLI,1
CENTEN,1
CENTRA,1
CHAGAL,1
CHAMPA,1
CHANCE,1
CHANGE,1
CHANGI,1
CHAPTE,1
CECIL ,1
CHARAC,1
CHARLT,1
CHASE ,1
CHEERS,1
CHERNO,1
CHEYEN,1
CHICAG,1
CEDRIC,1
CATS' ,1
CAN'T ,1
CAREFR,1
CANARY,1
CANHEA,1
CANYON,1
CAPE F,1
CAPOTE,1
CAPTUR,1
CAREER,1
CARNAL,1
CATCH ,1
CARS,1
CASABL,1
CASALS,1
CASBAH,1
CASHBA,1
CAST A,1
CAT ON,1
CHICKS,1
CHILE:,1
CHIMPS,1
CODE G,1
CLOCKM,1
CLOSED,1
CLOSEL,1
CLOSER,1
CLYDE ,1
COCO B,1
COCOON,1
COLD M,1
CHINA',1
COLLAT,1
COLLEG,1
COLONE,1
COLORS,1
COMBAT,1
COME F,1
COME A,1
CLINT ,1
CLIMBI,1
CLIMB,1
CLIFFH,1
CHINAT,1
CHIP A,1
CHITTY,1
CHOCOL,1
CHOPIN,1
CHURCH,1
CINEMA,1
CITIZE,1
CITY S,1
CLAREN,1
CLAUDE,1
CLAUDI,1
CLAY O,1
CLEAR ,1
CLICK,1
CAN-CA,1
CAMILA,1
COMES ,1
BRAVE ,1
BOUND ,1
BOUNDI,1
BOWLIN,1
BOY ON,1
BOYS A,1
BOYZ N,1
BRAM S,1
BRAVEH,1
BORN T,1
BRAVER,1
"BREAD,",1
BREAKE,1
BREAKF,1
BREATH,1
BREWST,1
BRIDE ,1
BOSOM ,1
BORN O,1
CAMERA,1
BOMBAR,1
BOARD ,1
BOB & ,1
BOB HO,1
BOB'S ,1
BODY A,1
BOLT,1
BOMBAL,1
BOMBER,1
BORN I,1
BON VO,1
BONNIE,1
BOOM T,1
BOOMER,1
BORAT ,1
BORED ,1
BORN F,1
BRIEF ,1
BRIGAD,1
BROADC,1
CACTUS,1
BURNT ,1
BUS ST,1
BUSTER,1
BUSY L,1
BY COU,1
BYE BY,1
CABIN ,1
CADILL,1
BROKEB,1
CAESAR,1
CAGED,1
CALAMI,1
CALGAR,1
CALIFO,1
CALL M,1
CAMELO,1
BURNIN,1
BURMA ,1
BUNNY ,1
BUNNY,1
BRONX ,1
BROOMS,1
"BROR, ",1
BRUBAK,1
BUCK P,1
BUDDY ,1
BUENA ,1
BUGSY,1
BUGSY ,1
BULL D,1
BULLDO,1
BULLET,1
BULLFI,1
BULLIT,1
BULWOR,1
COME T,1
COMMAN,1
MOONRI,1
DON'T,1
DODSWO,1
DOG DA,1
"DOG, C",1
DOGTOO,1
DOING ,1
DOLPHI,1
DON JU,1
DONNIE,1
DO THE,1
DOUBT,1
DOWNFA,1
DR. CY,1
DR. EH,1
DR. JU,1
DR. SE,1
DR. ST,1
DODES',1
DIVIDE,1
DEPART,1
DIARY ,1
DERSU ,1
DESPER,1
DETECT,1
DETOUR,1
DEVIL ,1
DEWEY ,1
DIAMON,1
DICK T,1
DIVE-H,1
DIE HA,1
DIE RO,1
DILLIN,1
DINER,1
DINO D,1
DISTRI,1
DIVE B,1
DREAMG,1
DRUMS ,1
DRUNK ,1
ELLING,1
EIGHT ,1
EL AMO,1
EL CID,1
EL CRI,1
EL NOR,1
EL SAL,1
ELECTR,1
