variant,model,train_total,train_positives,train_negatives,f1,precision,recall,tokens_used
provided_faiss_small_plus_random,rf,120,34,86,0.9401251117068812,0.9376114081996435,0.942652329749104,0
provided_faiss_small_plus_random,xgb,120,34,86,0.9368421052631579,0.9175257731958762,0.956989247311828,0
provided_faiss_small_plus_random,hist_gb,120,34,86,0.9316017316017315,0.9011725293132329,0.96415770609319,0
provided_faiss_small_plus_random,gb,120,34,86,0.9315789473684211,0.9123711340206185,0.9516129032258065,0
provided_faiss_large_plus_random,rf,720,200,520,0.9565217391304348,0.9472759226713533,0.9659498207885304,0
provided_faiss_large_plus_random,xgb,720,200,520,0.9544658493870404,0.9332191780821918,0.9767025089605734,0
provided_faiss_large_plus_random,hist_gb,720,200,520,0.9517120280948199,0.9328743545611016,0.9713261648745519,0
provided_faiss_large_plus_random,gb,720,200,520,0.9470899470899472,0.9322916666666666,0.9623655913978495,0
provided_faiss_large_plus_random,logreg,720,200,520,0.943859649122807,0.9243986254295533,0.96415770609319,0
provided_active_plus_random,rf,1160,581,579,0.949868073878628,0.9326424870466321,0.967741935483871,0
provided_active_plus_random,gb,1160,581,579,0.9496402877697842,0.9530685920577617,0.946236559139785,0
provided_active_plus_random,logreg,1160,581,579,0.9460654288240494,0.9336823734729494,0.9587813620071685,0
provided_active_plus_random,hist_gb,1160,581,579,0.9449781659388646,0.9216354344122658,0.9695340501792115,0
provided_active_plus_random,xgb,1160,581,579,0.9446883230904302,0.9259896729776248,0.96415770609319,0
