variant,model,train_total,train_positives,train_negatives,f1,precision,recall,tokens_used
provided_faiss_large,hist_gb,581,189,392,0.5913978494623655,0.6875,0.5188679245283019,0
provided_faiss_large,gb,581,189,392,0.4785553047404063,0.314540059347181,1.0,0
provided_faiss_large,xgb,581,189,392,0.4785553047404063,0.314540059347181,1.0,0
provided_active,rf,581,189,392,0.7443946188340809,0.7094017094017094,0.7830188679245284,0
provided_active,logreg,581,189,392,0.6043956043956045,0.7236842105263158,0.5188679245283019,0
provided_active,hist_gb,581,189,392,0.5913978494623655,0.6875,0.5188679245283019,0
provided_active,gb,581,189,392,0.4785553047404063,0.314540059347181,1.0,0
provided_active,xgb,581,189,392,0.4785553047404063,0.314540059347181,1.0,0
provided_faiss_small_plus_random,gb,120,34,86,0.8258706467661692,0.8736842105263158,0.7830188679245284,0
provided_faiss_small_plus_random,xgb,120,34,86,0.8210526315789474,0.9285714285714286,0.7358490566037735,0
provided_faiss_small_plus_random,hist_gb,120,34,86,0.7929515418502202,0.743801652892562,0.8490566037735849,0
provided_faiss_small_plus_random,rf,120,34,86,0.7911111111111112,0.7478991596638656,0.839622641509434,0
provided_faiss_small_plus_random,logreg,120,34,86,0.722466960352423,0.6776859504132231,0.7735849056603774,0
provided_faiss_large_plus_random,rf,581,189,392,0.7443946188340809,0.7094017094017094,0.7830188679245284,0
provided_faiss_large_plus_random,logreg,581,189,392,0.6043956043956045,0.7236842105263158,0.5188679245283019,0
provided_faiss_large_plus_random,hist_gb,581,189,392,0.5913978494623655,0.6875,0.5188679245283019,0
provided_faiss_large_plus_random,gb,581,189,392,0.4785553047404063,0.314540059347181,1.0,0
provided_faiss_large_plus_random,xgb,581,189,392,0.4785553047404063,0.314540059347181,1.0,0
provided_active_plus_random,rf,581,189,392,0.7443946188340809,0.7094017094017094,0.7830188679245284,0
provided_active_plus_random,logreg,581,189,392,0.6043956043956045,0.7236842105263158,0.5188679245283019,0
provided_active_plus_random,hist_gb,581,189,392,0.5913978494623655,0.6875,0.5188679245283019,0
provided_active_plus_random,gb,581,189,392,0.4785553047404063,0.314540059347181,1.0,0
provided_active_plus_random,xgb,581,189,392,0.4785553047404063,0.314540059347181,1.0,0
